Store_Name,Discount,link,Scraped_Date
Exoticathletica,4.80% Cashback,https://www.shopback.com.au/exoticathletica?feature_id=26229&feature_name=Exoticathletica&feature_type=sboc-baseline&feature_position=322&merchant_id=26229&merchant_name=Exoticathletica&offer_id=26229&offer_type=oc&offer_name=Exoticathletica&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_26229,2023/04/01
frank body,Up to 5.60% Cashback,https://www.shopback.com.au/frank-body?feature_id=188053&feature_name=frank+body&feature_type=sboc-baseline&feature_position=323&merchant_id=188053&merchant_name=frank+body&offer_id=188053&offer_type=oc&offer_name=frank+body&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_188053,2023/04/01
Decathlon,4.20% Cashback,https://www.shopback.com.au/decathlon?feature_id=8378&feature_name=Decathlon&feature_type=sboc-baseline&feature_position=324&merchant_id=8378&merchant_name=Decathlon&offer_id=8378&offer_type=oc&offer_name=Decathlon&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8378,2023/04/01
Mwave,0.50% Cashback,https://www.shopback.com.au/mwave?feature_id=63702&feature_name=Mwave&feature_type=sboc-baseline&feature_position=325&merchant_id=63702&merchant_name=Mwave&offer_id=63702&offer_type=oc&offer_name=Mwave&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_63702,2023/04/01
Hismile,9.00% Cashback,https://www.shopback.com.au/hismile?feature_id=74605&feature_name=Hismile&feature_type=sboc-baseline&feature_position=326&merchant_id=74605&merchant_name=Hismile&offer_id=74605&offer_type=oc&offer_name=Hismile&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_74605,2023/04/01
Scorptec,0.50% Cashback,https://www.shopback.com.au/scorptec?feature_id=7765&feature_name=Scorptec&feature_type=sboc-baseline&feature_position=327&merchant_id=7765&merchant_name=Scorptec&offer_id=7765&offer_type=oc&offer_name=Scorptec&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7765,2023/04/01
Mejuri,3.00% Cashback,https://www.shopback.com.au/mejuri?feature_id=65994&feature_name=Mejuri&feature_type=sboc-baseline&feature_position=328&merchant_id=65994&merchant_name=Mejuri&offer_id=65994&offer_type=oc&offer_name=Mejuri&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_65994,2023/04/01
MATCHESFASHION,Up to 2.40% Cashback,https://www.shopback.com.au/matchesfashion-com?feature_id=8366&feature_name=MATCHESFASHION&feature_type=sboc-baseline&feature_position=329&merchant_id=8366&merchant_name=MATCHESFASHION&offer_id=8366&offer_type=oc&offer_name=MATCHESFASHION&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8366,2023/04/01
Princess Highway,6.00% Cashback,https://www.shopback.com.au/princess-highway?feature_id=11646&feature_name=Princess+Highway&feature_type=sboc-baseline&feature_position=330&merchant_id=11646&merchant_name=Princess+Highway&offer_id=11646&offer_type=oc&offer_name=Princess+Highway&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_11646,2023/04/01
Factorie,Up to 4.25% Cashback,https://www.shopback.com.au/factorie?feature_id=7940&feature_name=Factorie&feature_type=sboc-baseline&feature_position=331&merchant_id=7940&merchant_name=Factorie&offer_id=7940&offer_type=oc&offer_name=Factorie&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7940,2023/04/01
Typo,Up to 4.80% Cashback,https://www.shopback.com.au/typo?feature_id=8037&feature_name=Typo&feature_type=sboc-baseline&feature_position=332&merchant_id=8037&merchant_name=Typo&offer_id=8037&offer_type=oc&offer_name=Typo&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8037,2023/04/01
Netflix Shop,3.50% Cashback,https://www.shopback.com.au/netflix-shop?feature_id=154847&feature_name=Netflix+Shop&feature_type=sboc-baseline&feature_position=333&merchant_id=154847&merchant_name=Netflix+Shop&offer_id=154847&offer_type=oc&offer_name=Netflix+Shop&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_154847,2023/04/01
Qatar Airways,1.20% Cashback,https://www.shopback.com.au/qatar-airways?feature_id=7992&feature_name=Qatar+Airways&feature_type=sboc-baseline&feature_position=334&merchant_id=7992&merchant_name=Qatar+Airways&offer_id=7992&offer_type=oc&offer_name=Qatar+Airways&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7992,2023/04/01
Oxford Shop,3.90% Cashback,https://www.shopback.com.au/oxford-shop?feature_id=67584&feature_name=Oxford+Shop&feature_type=sboc-baseline&feature_position=335&merchant_id=67584&merchant_name=Oxford+Shop&offer_id=67584&offer_type=oc&offer_name=Oxford+Shop&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_67584,2023/04/01
Kate Spade,3.00% Cashback,https://www.shopback.com.au/kate-spade?feature_id=9759&feature_name=Kate+Spade&feature_type=sboc-baseline&feature_position=336&merchant_id=9759&merchant_name=Kate+Spade&offer_id=9759&offer_type=oc&offer_name=Kate+Spade&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9759,2023/04/01
Billini,4.20% Cashback,https://www.shopback.com.au/billini?feature_id=7811&feature_name=Billini&feature_type=sboc-baseline&feature_position=337&merchant_id=7811&merchant_name=Billini&offer_id=7811&offer_type=oc&offer_name=Billini&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7811,2023/04/01
Dangerfield,6.00% Cashback,https://www.shopback.com.au/dangerfield?feature_id=8767&feature_name=Dangerfield&feature_type=sboc-baseline&feature_position=338&merchant_id=8767&merchant_name=Dangerfield&offer_id=8767&offer_type=oc&offer_name=Dangerfield&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8767,2023/04/01
DHgate,Up to 1.20% Cashback,https://www.shopback.com.au/dhgate?feature_id=10339&feature_name=DHgate&feature_type=sboc-baseline&feature_position=339&merchant_id=10339&merchant_name=DHgate&offer_id=10339&offer_type=oc&offer_name=DHgate&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_10339,2023/04/01
ergoPouch,4.90% Cashback,https://www.shopback.com.au/ergopouch?feature_id=169145&feature_name=ergoPouch&feature_type=sboc-baseline&feature_position=340&merchant_id=169145&merchant_name=ergoPouch&offer_id=169145&offer_type=oc&offer_name=ergoPouch&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_169145,2023/04/01
Dusk,6.00% Cashback,https://www.shopback.com.au/dusk?feature_id=10075&feature_name=Dusk&feature_type=sboc-baseline&feature_position=341&merchant_id=10075&merchant_name=Dusk&offer_id=10075&offer_type=oc&offer_name=Dusk&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_10075,2023/04/01
MACROS,4.00% Cashback,https://www.shopback.com.au/macros?feature_id=24981&feature_name=MACROS&feature_type=sboc-baseline&feature_position=342&merchant_id=24981&merchant_name=MACROS&offer_id=24981&offer_type=oc&offer_name=MACROS&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_24981,2023/04/01
Rockmans,Up to 3.00% Cashback,https://www.shopback.com.au/rockmans?feature_id=9002&feature_name=Rockmans&feature_type=sboc-baseline&feature_position=343&merchant_id=9002&merchant_name=Rockmans&offer_id=9002&offer_type=oc&offer_name=Rockmans&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9002,2023/04/01
Samsonite,3.50% Cashback,https://www.shopback.com.au/samsonite?feature_id=68927&feature_name=Samsonite&feature_type=sboc-baseline&feature_position=344&merchant_id=68927&merchant_name=Samsonite&offer_id=68927&offer_type=oc&offer_name=Samsonite&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_68927,2023/04/01
Suzanne Grae,4.20% Cashback,https://www.shopback.com.au/suzanne-grae?feature_id=66318&feature_name=Suzanne+Grae&feature_type=sboc-baseline&feature_position=345&merchant_id=66318&merchant_name=Suzanne+Grae&offer_id=66318&offer_type=oc&offer_name=Suzanne+Grae&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_66318,2023/04/01
The Trybe,Up to 3.00% Cashback,https://www.shopback.com.au/the-trybe?feature_id=9866&feature_name=The+Trybe&feature_type=sboc-baseline&feature_position=346&merchant_id=9866&merchant_name=The+Trybe&offer_id=9866&offer_type=oc&offer_name=The+Trybe&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9866,2023/04/01
Vitable,$10.00 Cashback,https://www.shopback.com.au/vitable?feature_id=26424&feature_name=Vitable&feature_type=sboc-baseline&feature_position=347&merchant_id=26424&merchant_name=Vitable&offer_id=26424&offer_type=oc&offer_name=Vitable&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_26424,2023/04/01
Styletread,0.60% Cashback,https://www.shopback.com.au/styletread?feature_id=7751&feature_name=Styletread&feature_type=sboc-baseline&feature_position=348&merchant_id=7751&merchant_name=Styletread&offer_id=7751&offer_type=oc&offer_name=Styletread&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7751,2023/04/01
BecexTech,0.50% Cashback,https://www.shopback.com.au/becextech?feature_id=7757&feature_name=BecexTech&feature_type=sboc-baseline&feature_position=349&merchant_id=7757&merchant_name=BecexTech&offer_id=7757&offer_type=oc&offer_name=BecexTech&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7757,2023/04/01
Godfreys,3.50% Cashback,https://www.shopback.com.au/godfreys?feature_id=69264&feature_name=Godfreys&feature_type=sboc-baseline&feature_position=350&merchant_id=69264&merchant_name=Godfreys&offer_id=69264&offer_type=oc&offer_name=Godfreys&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_69264,2023/04/01
