Store_Name,Discount,link,Scraped_Date
Superloop,$63.00 Cashback,https://www.shopback.com.au/superloop?feature_id=69254&feature_name=Superloop&feature_type=sboc-baseline&feature_position=427&merchant_id=69254&merchant_name=Superloop&offer_id=69254&offer_type=oc&offer_name=Superloop&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_69254,2023/04/01
American Tourister,3.25% Cashback,https://www.shopback.com.au/american-tourister?feature_id=66457&feature_name=American+Tourister&feature_type=sboc-baseline&feature_position=428&merchant_id=66457&merchant_name=American+Tourister&offer_id=66457&offer_type=oc&offer_name=American+Tourister&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_66457,2023/04/01
The Man Shake,4.00% Cashback,https://www.shopback.com.au/the-man-shake?feature_id=11865&feature_name=The+Man+Shake&feature_type=sboc-baseline&feature_position=429&merchant_id=11865&merchant_name=The+Man+Shake&offer_id=11865&offer_type=oc&offer_name=The+Man+Shake&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_11865,2023/04/01
The Hamper Emporium,5.00% Cashback,https://www.shopback.com.au/the-hamper-emporium?feature_id=11864&feature_name=The+Hamper+Emporium&feature_type=sboc-baseline&feature_position=430&merchant_id=11864&merchant_name=The+Hamper+Emporium&offer_id=11864&offer_type=oc&offer_name=The+Hamper+Emporium&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_11864,2023/04/01
SkinCeuticals,5.00% Cashback,https://www.shopback.com.au/Skinceuticals?feature_id=67730&feature_name=SkinCeuticals&feature_type=sboc-baseline&feature_position=431&merchant_id=67730&merchant_name=SkinCeuticals&offer_id=67730&offer_type=oc&offer_name=SkinCeuticals&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_67730,2023/04/01
Tango Energy,Up to $112.00 Cashback,https://www.shopback.com.au/tango-energy?feature_id=68777&feature_name=Tango+Energy&feature_type=sboc-baseline&feature_position=432&merchant_id=68777&merchant_name=Tango+Energy&offer_id=68777&offer_type=oc&offer_name=Tango+Energy&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_68777,2023/04/01
WorkwearHub,Up to 1.00% Cashback,https://www.shopback.com.au/workwear-hub?feature_id=8045&feature_name=WorkwearHub&feature_type=sboc-baseline&feature_position=433&merchant_id=8045&merchant_name=WorkwearHub&offer_id=8045&offer_type=oc&offer_name=WorkwearHub&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8045,2023/04/01
Urban Brew,4.90% Cashback,https://www.shopback.com.au/urban-brew?feature_id=191912&feature_name=Urban+Brew&feature_type=sboc-baseline&feature_position=434&merchant_id=191912&merchant_name=Urban+Brew&offer_id=191912&offer_type=oc&offer_name=Urban+Brew&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_191912,2023/04/01
Cloud Nine,4.20% Cashback,https://www.shopback.com.au/cloud-nine?feature_id=72590&feature_name=Cloud+Nine&feature_type=sboc-baseline&feature_position=435&merchant_id=72590&merchant_name=Cloud+Nine&offer_id=72590&offer_type=oc&offer_name=Cloud+Nine&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_72590,2023/04/01
Hawaiian Airlines,Up to 1.20% Cashback,https://www.shopback.com.au/hawaiian-airlines?feature_id=7709&feature_name=Hawaiian+Airlines&feature_type=sboc-baseline&feature_position=436&merchant_id=7709&merchant_name=Hawaiian+Airlines&offer_id=7709&offer_type=oc&offer_name=Hawaiian+Airlines&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7709,2023/04/01
Hush Puppies Australia,4.80% Cashback,https://www.shopback.com.au/hush-puppies-australia?feature_id=9033&feature_name=Hush+Puppies+Australia&feature_type=sboc-baseline&feature_position=437&merchant_id=9033&merchant_name=Hush+Puppies+Australia&offer_id=9033&offer_type=oc&offer_name=Hush+Puppies+Australia&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9033,2023/04/01
MJ Bale,3.00% Cashback,https://www.shopback.com.au/mj-bale?feature_id=8282&feature_name=MJ+Bale&feature_type=sboc-baseline&feature_position=438&merchant_id=8282&merchant_name=MJ+Bale&offer_id=8282&offer_type=oc&offer_name=MJ+Bale&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8282,2023/04/01
PetPawz,7.00% Cashback,https://www.shopback.com.au/petpawz?feature_id=72669&feature_name=PetPawz&feature_type=sboc-baseline&feature_position=439&merchant_id=72669&merchant_name=PetPawz&offer_id=72669&offer_type=oc&offer_name=PetPawz&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_72669,2023/04/01
Fila,6.50% Cashback,https://www.shopback.com.au/fila?feature_id=66950&feature_name=Fila&feature_type=sboc-baseline&feature_position=440&merchant_id=66950&merchant_name=Fila&offer_id=66950&offer_type=oc&offer_name=Fila&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_66950,2023/04/01
Noni B,Up to 1.20% Cashback,https://www.shopback.com.au/noni-b?feature_id=9034&feature_name=Noni+B&feature_type=sboc-baseline&feature_position=441&merchant_id=9034&merchant_name=Noni+B&offer_id=9034&offer_type=oc&offer_name=Noni+B&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9034,2023/04/01
Roxy,Up to 4.80% Cashback,https://www.shopback.com.au/roxy?feature_id=7714&feature_name=Roxy&feature_type=sboc-baseline&feature_position=442&merchant_id=7714&merchant_name=Roxy&offer_id=7714&offer_type=oc&offer_name=Roxy&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7714,2023/04/01
L'occitane,1.80% Cashback,https://www.shopback.com.au/loccitane?feature_id=10194&feature_name=L%27occitane&feature_type=sboc-baseline&feature_position=443&merchant_id=10194&merchant_name=L%27occitane&offer_id=10194&offer_type=oc&offer_name=L%27occitane&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_10194,2023/04/01
Mountain Warehouse,3.00% Cashback,https://www.shopback.com.au/mountain-warehouse?feature_id=9039&feature_name=Mountain+Warehouse&feature_type=sboc-baseline&feature_position=444&merchant_id=9039&merchant_name=Mountain+Warehouse&offer_id=9039&offer_type=oc&offer_name=Mountain+Warehouse&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9039,2023/04/01
David Lawrence,4.00% Cashback,https://www.shopback.com.au/david-lawrence?feature_id=10816&feature_name=David+Lawrence&feature_type=sboc-baseline&feature_position=445&merchant_id=10816&merchant_name=David+Lawrence&offer_id=10816&offer_type=oc&offer_name=David+Lawrence&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_10816,2023/04/01
GoDaddy,2.50% Cashback,https://www.shopback.com.au/godaddy?feature_id=10133&feature_name=GoDaddy&feature_type=sboc-baseline&feature_position=446&merchant_id=10133&merchant_name=GoDaddy&offer_id=10133&offer_type=oc&offer_name=GoDaddy&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_10133,2023/04/01
Air New Zealand,1.00% Cashback,https://www.shopback.com.au/air-new-zealand?feature_id=7761&feature_name=Air+New+Zealand&feature_type=sboc-baseline&feature_position=447&merchant_id=7761&merchant_name=Air+New+Zealand&offer_id=7761&offer_type=oc&offer_name=Air+New+Zealand&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7761,2023/04/01
Eco Modern Essentials,6.00% Cashback,https://www.shopback.com.au/eco-modern-essentials?feature_id=9042&feature_name=Eco+Modern+Essentials&feature_type=sboc-baseline&feature_position=448&merchant_id=9042&merchant_name=Eco+Modern+Essentials&offer_id=9042&offer_type=oc&offer_name=Eco+Modern+Essentials&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9042,2023/04/01
Shopbop,0.60% Cashback,https://www.shopback.com.au/shopbop?feature_id=8250&feature_name=Shopbop&feature_type=sboc-baseline&feature_position=449&merchant_id=8250&merchant_name=Shopbop&offer_id=8250&offer_type=oc&offer_name=Shopbop&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8250,2023/04/01
yd,Up to 4.20% Cashback,https://www.shopback.com.au/yd?feature_id=7900&feature_name=yd&feature_type=sboc-baseline&feature_position=450&merchant_id=7900&merchant_name=yd&offer_id=7900&offer_type=oc&offer_name=yd&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7900,2023/04/01
Berlei,3.50% Cashback,https://www.shopback.com.au/berlei?feature_id=7810&feature_name=Berlei&feature_type=sboc-baseline&feature_position=451&merchant_id=7810&merchant_name=Berlei&offer_id=7810&offer_type=oc&offer_name=Berlei&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7810,2023/04/01
Tentworld,1.50% Cashback,https://www.shopback.com.au/tentworld?feature_id=8813&feature_name=Tentworld&feature_type=sboc-baseline&feature_position=452&merchant_id=8813&merchant_name=Tentworld&offer_id=8813&offer_type=oc&offer_name=Tentworld&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8813,2023/04/01
CUPSHE,4.00% Cashback,https://www.shopback.com.au/cupshe?feature_id=7963&feature_name=CUPSHE&feature_type=sboc-baseline&feature_position=453&merchant_id=7963&merchant_name=CUPSHE&offer_id=7963&offer_type=oc&offer_name=CUPSHE&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7963,2023/04/01
Adventure Kings,3.25% Cashback,https://www.shopback.com.au/Adventure-Kings?feature_id=67747&feature_name=Adventure+Kings&feature_type=sboc-baseline&feature_position=454&merchant_id=67747&merchant_name=Adventure+Kings&offer_id=67747&offer_type=oc&offer_name=Adventure+Kings&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_67747,2023/04/01
PLE Computers,0.80% Cashback,https://www.shopback.com.au/ple-computers?feature_id=8174&feature_name=PLE+Computers&feature_type=sboc-baseline&feature_position=455&merchant_id=8174&merchant_name=PLE+Computers&offer_id=8174&offer_type=oc&offer_name=PLE+Computers&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8174,2023/04/01
Scoopon,2.50% Cashback,https://www.shopback.com.au/scoopon?feature_id=7795&feature_name=Scoopon&feature_type=sboc-baseline&feature_position=456&merchant_id=7795&merchant_name=Scoopon&offer_id=7795&offer_type=oc&offer_name=Scoopon&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7795,2023/04/01
24S,Up to 2.40% Cashback,https://www.shopback.com.au/24-sevres?feature_id=8379&feature_name=24S&feature_type=sboc-baseline&feature_position=457&merchant_id=8379&merchant_name=24S&offer_id=8379&offer_type=oc&offer_name=24S&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8379,2023/04/01
Tools Warehouse,4.00% Cashback,https://www.shopback.com.au/tools-warehouse?feature_id=64470&feature_name=Tools+Warehouse&feature_type=sboc-baseline&feature_position=458&merchant_id=64470&merchant_name=Tools+Warehouse&offer_id=64470&offer_type=oc&offer_name=Tools+Warehouse&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_64470,2023/04/01
Currentbody,Up to 6.00% Cashback,https://www.shopback.com.au/currentbody?feature_id=23795&feature_name=Currentbody&feature_type=sboc-baseline&feature_position=459&merchant_id=23795&merchant_name=Currentbody&offer_id=23795&offer_type=oc&offer_name=Currentbody&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_23795,2023/04/01
Biome Eco Stores,Up to 6.00% Cashback,https://www.shopback.com.au/biome-eco-stores?feature_id=63349&feature_name=Biome+Eco+Stores&feature_type=sboc-baseline&feature_position=460&merchant_id=63349&merchant_name=Biome+Eco+Stores&offer_id=63349&offer_type=oc&offer_name=Biome+Eco+Stores&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_63349,2023/04/01
Linen House,3.50% Cashback,https://www.shopback.com.au/linen-house?feature_id=68696&feature_name=Linen+House&feature_type=sboc-baseline&feature_position=461&merchant_id=68696&merchant_name=Linen+House&offer_id=68696&offer_type=oc&offer_name=Linen+House&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_68696,2023/04/01
Castlery,Up to 5.40% Cashback,https://www.shopback.com.au/castlery?feature_id=8163&feature_name=Castlery&feature_type=sboc-baseline&feature_position=462&merchant_id=8163&merchant_name=Castlery&offer_id=8163&offer_type=oc&offer_name=Castlery&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8163,2023/04/01
Tyroola,4.25% Cashback,https://www.shopback.com.au/tyroola?feature_id=26079&feature_name=Tyroola&feature_type=sboc-baseline&feature_position=463&merchant_id=26079&merchant_name=Tyroola&offer_id=26079&offer_type=oc&offer_name=Tyroola&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_26079,2023/04/01
The Healthy Mummy,Up to 6.00% Cashback,https://www.shopback.com.au/the-healthy-mummy?feature_id=7722&feature_name=The+Healthy+Mummy&feature_type=sboc-baseline&feature_position=464&merchant_id=7722&merchant_name=The+Healthy+Mummy&offer_id=7722&offer_type=oc&offer_name=The+Healthy+Mummy&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7722,2023/04/01
Global Shop Direct,6.50% Cashback,https://www.shopback.com.au/global-shop-direct?feature_id=66951&feature_name=Global+Shop+Direct&feature_type=sboc-baseline&feature_position=465&merchant_id=66951&merchant_name=Global+Shop+Direct&offer_id=66951&offer_type=oc&offer_name=Global+Shop+Direct&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_66951,2023/04/01
Metro Baby,1.95% Cashback,https://www.shopback.com.au/metro-baby?feature_id=66448&feature_name=Metro+Baby&feature_type=sboc-baseline&feature_position=466&merchant_id=66448&merchant_name=Metro+Baby&offer_id=66448&offer_type=oc&offer_name=Metro+Baby&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_66448,2023/04/01
Chow Sang Sang Jewellery,Up to 6.00% Cashback,https://www.shopback.com.au/chow-sang-sang-jewellery?feature_id=11362&feature_name=Chow+Sang+Sang+Jewellery&feature_type=sboc-baseline&feature_position=467&merchant_id=11362&merchant_name=Chow+Sang+Sang+Jewellery&offer_id=11362&offer_type=oc&offer_name=Chow+Sang+Sang+Jewellery&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_11362,2023/04/01
Cheap Tickets,Up to 4.80% Cashback,https://www.shopback.com.au/cheap-tickets?feature_id=8408&feature_name=Cheap+Tickets&feature_type=sboc-baseline&feature_position=468&merchant_id=8408&merchant_name=Cheap+Tickets&offer_id=8408&offer_type=oc&offer_name=Cheap+Tickets&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8408,2023/04/01
